name	nview	persistent	distant	ztype	piece	water_piece	no_in_water	ground_only	ground_piece	clip_ground	clip_everything	not_on_wood	not_on_tilting	not_on_floor	no_clipping	allow_alt_ground	comfort	space_req	category	piece_name	wnt	material	health	supports	no_support_wear	no_roof_wear	hit_noise	min_tool_tier	ship	ship_force	ship_disable_level	ship_water_offset	ship_impact_dmg	ship_ashlands_ready	ship_has_sail	floating	float_water_offset	rigidbody	rb_mass	rb_kinematic	container	container_slots
FirTree_oldLog	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FirTree_oldLog_deepnorth	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FirTree_Sapling	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	$prop_fir_sapling	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FirTree_small	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FirTree_small_dead	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FirTree_Snow_log	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.3	1	100	0	0	na
FirTree_Snow_log_half	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.3	1	50	0	0	na
FirTree_Snow_Stub	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FirTree_Stub	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
Fish1	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish10	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish11	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish12	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish2	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish3	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish4_cave	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish5	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish6	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish7	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish8	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Fish9	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FishAndBread	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_fishandbread	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FishAndBreadUncooked	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FishAnglerRaw	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FishCooked	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_fish_cooked	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FishingBait	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitAshlands	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitCave	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitDeepNorth	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitForest	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitMistlands	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitOcean	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitPlains	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingBaitSwamp	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0	1	1	0	0	na
FishingRod	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.2	1	1	0	0	na
FishingRodFloat	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.3	1	1	0	0	na
FishingRodFloatProjectile	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FishRaw	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FishSoup	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_fishsoup	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FishWraps	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	6	$item_fishwraps	1	0	10	0	1	1	0	0	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FistBjornClaw	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FistBjornUndeadClaw	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FistFenrirClaw	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FistGold	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FistGold_BloodLightning	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FistGold_FrostFire	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FistGoldUncooked	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Flametal	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
flametal_gate	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	$piece_flametalgate	1	2	3000	1	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FlametalNew	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FlametalOre	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FlametalOreNew	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FlametalRockstand	1	1	1	2	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FlametalRockstand_frac	1	1	1	2	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
Flax	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
Flies	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
Flint	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
flint_pile	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	$piece_flintpile	1	0	50	0	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
flintspear_projectile	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
flying_core	1	1	1	2	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
forge	1	1	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	$piece_forge	1	0	200	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
forge_ext1	1	1	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	2	1	$piece_forge_ext1	1	0	100	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
forge_ext2	1	1	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	2	1	$piece_forge_ext2	1	0	100	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
forge_ext3	1	1	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	2	1	$piece_forge_ext3	1	0	100	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
forge_ext4	1	1	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	2	1	$piece_forge_ext4	1	0	1000	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
forge_ext5	1	1	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	2	1	$piece_forge_ext5	1	0	100	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
forge_ext6	1	1	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	2	1	$piece_forge_ext6	1	0	100	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FragrantBundle	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FreezeGland	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FreshSeaweed	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FrostCavesShrineReveal	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrostCore	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FrostWisp	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FrostWisp_Storm	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
Frostwood	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.7	1	10	0	0	na
FrozenFuel	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FrozenGD	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	100	0	0	na
FrozenKing_p2	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	100	0	0	na
FrozenKing_P2_Projectile_Bonemass	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing_P2_Projectile_Eikthyr	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing_P2_Projectile_Elder	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing_P2_Projectile_Fader	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing_P2_Projectile_Moder	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing_P2_Projectile_Queen	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing_P2_Projectile_Yagluth	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKing_p3	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	100	0	0	na
FrozenKing_Summon	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenKingDrop	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.6	1	1	0	0	na
frozenship	1	1	1	2	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
frozenship02	1	1	1	2	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
frozenship03	1	1	1	2	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenSkeleton_Pose1	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FrozenSkeleton_Pose2	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
Frysling	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	8	0	0	na
frysling_snowball_projectile	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fuling_trap	1	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	$piece_trap	1	2	10	0	1	0	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fuling_turret	1	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	$piece_turret	1	0	400	0	1	1	0	0	0	na	na	na	na	na	na	0	na	0	na	na	0	na
FW_ArmorBronzeChest	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorBronzeLegs	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorFenringChest	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorFenringLegs	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorMageChest	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorMageChest_Ashlands	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorMageLegs	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorMageLegs_Ashlands	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorPaddedCuirass	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorPaddedGreaves	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorTrollLeatherChest	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_ArmorTrollLeatherLegs	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_AxeBronze	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FW_BattleaxeCrystal	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FW_BowDraugrFang	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.2	1	1	0	0	na
FW_CapeLinen	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FW_CapeTrollHide	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_CapeWolf	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	10	0	0	na
FW_HelmetBronze	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FW_KnifeSilver	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FW_KnifeSkollAndHati	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FW_ShieldBlackmetalTower	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.67	1	1	0	0	na
FW_StaffFireball	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
FW_StaffLightning	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	1	0.2	1	1	0	0	na
FW_SwordBlackmetal	1	1	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	1	1	0	0	na
fx_Abomination_arise	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_arise_end	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack_hit	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack1	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack1_start	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack1_trailon	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack2	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack2_lift	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack2_start	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack3	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Abomination_attack3_start	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_Adrenaline1	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_altar_charred_destruction	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_altar_crystal_destruction	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_ArmorStand_pick	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_ashvine_destruction	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_ashvine_leaf_puff	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_asksvin_pet	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_asksvin_soothed	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_asksvin_tamed	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
fx_aspect_death	1	0	0	0	0	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	0	na	na	na	na	na	na	na	0	na	na	na	na	na	na	0	na	0	na	na	0	na
