file	format	creator	verdict	payload	pieces	distinct_prefabs	missing_pct	loot_objects	creature_objects	bytes	sha256	licence	source
PuP_Minicastle.blueprint	blueprint	PuP	PLACES_CLEAN	base	3810	79	0.0	0	0	404763	556fd22e78eac5b575fb479b8f86edc021faf5ffd62c47ef9317a96258cf112b	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/PuP_Minicastle.blueprint
PuP_Minicastle.blueprint	blueprint	PuP	PLACES_CLEAN	base	3334	76	0.0	0	0	352256	dcbdd295f5123ef61df2e2d8954a37995bb2e5af4c2cc04022cd3f15beddf518	none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/PuP_Minicastle.blueprint
PuP_Owl-tree_house.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/PuP_Owl-tree_house.blueprint
PuP_rampart1.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/PuP_rampart1.blueprint
PuP_stable.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/PuP_stable.blueprint
PuP_tavern.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/PuP_tavern.blueprint
ragnar-warehouse.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/ragnar-warehouse.blueprint
s-ren-dockhouse.blueprint	blueprint	Sören	PLACES_CLEAN	base	1225	47	0.0	0	0	101856	1b221bf6ffe257b4e079e9b63bd98e32cce6170dba254c23507d53d4048574c3	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/s-ren-dockhouse.blueprint
s-ren-dockhouse.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/s-ren-dockhouse.blueprint
salty-dick-cottage-final.blueprint	blueprint	Salty Dick	PLACES_CLEAN	base	877	47	0.0	0	0	83966	6b588d9c46e2245680fdfcb3160cd66f0de7658cd68fd73d51f95fb8516a2730	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/salty-dick-cottage-final.blueprint
salty-dick-cottage-final.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/salty-dick-cottage-final.blueprint
salty-dick-mordach-castle-final.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/salty-dick-mordach-castle-final.blueprint
salty-dick-tower-test.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/salty-dick-tower-test.blueprint
serpent.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/serpent.blueprint
SerpentShip.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/SerpentShip.blueprint
SerpentShip_Empty.blueprint	blueprint		EMPTY	base	0	0	0.0	0	0	0		none stated	/media/big4/projects/game/valheim/old/old/old/old_Storgard/config_merged/BepInEx/PlanBuild/blueprints/SerpentShip_Empty.blueprint
shop.blueprint	blueprint	Olivanderr	PLACES_WITH_GAPS	base	4131	174	0.61	0	0	422800	d0d61ad407d1fa74d52c03cd7eb3b64930b8231bc0278d0f20a6e389473b4978	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/shop.blueprint
skybound.blueprint	blueprint	Olivanderr	PLACES_CLEAN	base	3702	95	0.0	0	0	355181	971df7e399529b3b87b984f6ac780448c686d51217cd29bb1493af50376b3052	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/skybound.blueprint
small_long_house.blueprint	blueprint	Пипкин	PLACES_CLEAN	base	1444	49	0.0	0	0	131305	ed8f8daf21c5fbc0c990dd9973f342a7c1df2a9686b26a90a674a3b51cbbe03d	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/small_long_house.blueprint
smallstarthome.blueprint	blueprint	Хельс	PLACES_CLEAN	base	1013	88	0.0	2	8	78468	d5cb97bf6a3d77dff946adb9446415b3d161c492abb525b9115e82427c539a6c	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/smallstarthome.blueprint
speeds-bridge2.blueprint	blueprint	Peeds	PLACES_CLEAN	base	63	3	0.0	0	0	6043	6530391225917161209b896a0c931dadfd6dfefc0f040b98ec8bbdb4902531e6	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/speeds-bridge2.blueprint
Ultimate_OutPost.blueprint	blueprint	Randominis	PLACES_CLEAN	base	1820	100	0.0	0	0	148886	2f984f3b649bcac1ee3e83cd704791b5080aefd9b57ac3c3d0c20be739bad33c	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/Ultimate_OutPost.blueprint
vcastle.blueprint	blueprint	Пипкин	PLACES_CLEAN	exploit	28297	98	0.0	103	0	2666376	b04e42b82ddf42d9080813a4bf4e467175e37c5c71d1a3a6704070d07d8486ba	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/vcastle.blueprint
wagon-camp.blueprint	blueprint	Cooties	PLACES_CLEAN	base	160	35	0.0	0	0	25335	a3affe60acfffa35a745b313a51f6e1b10ecd65d3e2cd7040353392a294e7547	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/wagon-camp.blueprint
you-died-ocean-base.blueprint	blueprint	YoU DiEd	PLACES_CLEAN	base	3400	137	0.0	0	0	336553	fb603c0858df33ab42f1757caf2a52bee414896661a45ffd74f841982b979ede	none stated	/media/big4/projects/game/valheim/old/bp_old/config/default/bepinex_old/PlanBuild/blueprints/you-died-ocean-base.blueprint
